smelly,lines_code,lines_blank,lines_comment,num_keys,num_suspicious_comments,num_tokens,text_entropy,num_imports,num_inputs,num_interfaces,num_node_templates,num_node_types,num_parameters,num_properties,num_relationship_templates,num_relationship_types,num_shell_scripts
0,25.0,0.0,0.0,23.0,0.0,81.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,23.0,0.0,0.0,18.0,0.0,48.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,10.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,16.0,0.0,23.0,4.11,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,10.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,0.0,0.0,9.0,0.0,13.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,21.0,0.0,0.0,21.0,0.0,37.0,4.84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.0,6.0,0.0,9.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0.0,0.0,17.0,0.0,23.0,4.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0.0,0.0,21.0,0.0,37.0,4.84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,19.0,0.0,0.0,19.0,0.0,31.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0,8.0,0.0,0.0,8.0,0.0,24.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.0,6.0,0.0,9.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,16.0,0.0,23.0,4.11,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,10.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,14.0,0.0,0.0,14.0,0.0,21.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.0,6.0,0.0,9.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,12.0,0.0,0.0,12.0,0.0,19.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0.0,0.0,17.0,0.0,23.0,4.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0.0,0.0,17.0,0.0,23.0,4.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,52.0,0.0,0.0,52.0,0.0,85.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
0,25.0,0.0,0.0,23.0,0.0,38.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0,14.0,0.0,0.0,14.0,0.0,31.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,6.0,0.0,0.0,6.0,0.0,9.0,3.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,0.0,0.0,7.0,0.0,12.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0.0,0.0,10.0,0.0,15.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,10.0,0.0,0.0,10.0,0.0,15.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0.0,0.0,21.0,0.0,32.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,21.0,0.0,0.0,21.0,0.0,31.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0.0,0.0,17.0,0.0,26.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,16.0,0.0,0.0,16.0,0.0,23.0,4.11,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,16.0,0.0,23.0,4.11,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,0.0,0.0,2.0,0.0,3.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.0,0.0,0.0,11.0,0.0,19.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.0,0.0,0.0,10.0,0.0,22.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.0,0.0,0.0,5.0,0.0,7.0,2.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,146.0,0.0,0.0,99.0,0.0,216.0,6.11,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0,19.0,0.0,0.0,17.0,0.0,34.0,4.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,64.0,0.0,0.0,46.0,0.0,88.0,5.2,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0,36.0,0.0,0.0,28.0,0.0,51.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1,97.0,0.0,0.0,68.0,0.0,178.0,6.17,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
0,41.0,0.0,0.0,33.0,0.0,51.0,5.23,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,313.0,2.0,0.0,211.0,0.0,592.0,6.48,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
0,36.0,0.0,0.0,30.0,0.0,47.0,5.3,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
0,32.0,0.0,0.0,28.0,0.0,43.0,4.72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
0,129.0,0.0,0.0,87.0,0.0,162.0,5.08,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
0,99.0,0.0,0.0,71.0,0.0,131.0,5.25,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
0,61.0,0.0,0.0,49.0,0.0,78.0,5.46,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
0,77.0,0.0,0.0,43.0,0.0,84.0,5.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,77.0,0.0,0.0,43.0,0.0,84.0,5.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,69.0,0.0,0.0,55.0,0.0,117.0,6.22,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
0,49.0,0.0,0.0,37.0,0.0,87.0,6.01,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
0,43.0,0.0,0.0,20.0,0.0,47.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,178.0,0.0,0.0,122.0,0.0,292.0,6.86,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0
0,30.0,0.0,0.0,20.0,0.0,40.0,4.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0.0,0.0,19.0,0.0,39.0,5.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,172.0,0.0,0.0,111.0,0.0,256.0,6.44,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
0,19.0,0.0,0.0,12.0,0.0,60.0,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.0,0.0,0.0,20.0,0.0,38.0,4.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,56.0,0.0,0.0,40.0,0.0,80.0,5.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,62.0,0.0,0.0,48.0,0.0,82.0,4.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,62.0,0.0,0.0,48.0,0.0,84.0,4.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,62.0,0.0,0.0,48.0,0.0,84.0,4.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,17.0,0.0,0.0,13.0,0.0,31.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,45.0,0.0,0.0,35.0,0.0,67.0,4.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,17.0,0.0,0.0,17.0,0.0,33.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,14.0,0.0,0.0,12.0,0.0,27.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,136.0,0.0,0.0,94.0,0.0,167.0,5.14,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0
0,38.0,0.0,0.0,30.0,0.0,51.0,5.04,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
1,205.0,0.0,0.0,137.0,0.0,354.0,6.99,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0
0,46.0,0.0,0.0,35.0,0.0,91.0,5.88,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
0,83.0,0.0,0.0,59.0,0.0,151.0,5.94,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
0,78.0,0.0,0.0,54.0,0.0,100.0,5.33,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0
1,122.0,0.0,0.0,88.0,0.0,219.0,5.91,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
0,50.0,0.0,0.0,34.0,0.0,63.0,5.04,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
0,63.0,0.0,0.0,41.0,0.0,74.0,5.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0,12.0,0.0,0.0,10.0,0.0,19.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.0,0.0,0.0,11.0,0.0,21.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.0,0.0,0.0,16.0,0.0,27.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,12.0,0.0,0.0,10.0,0.0,24.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57.0,0.0,0.0,47.0,0.0,101.0,6.2,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,51.0,0.0,0.0,43.0,0.0,79.0,5.68,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
0,68.0,0.0,0.0,57.0,0.0,105.0,5.65,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0
0,51.0,0.0,0.0,36.0,0.0,70.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
0,38.0,0.0,0.0,33.0,0.0,54.0,5.43,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
0,3.0,0.0,0.0,3.0,0.0,11.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,0.0,0.0,15.0,0.0,25.0,4.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,56.0,0.0,0.0,46.0,0.0,94.0,5.85,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1,104.0,0.0,0.0,72.0,0.0,125.0,5.61,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0
1,87.0,0.0,0.0,70.0,0.0,132.0,6.22,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
0,34.0,0.0,0.0,21.0,0.0,61.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,11.0,0.0,0.0,9.0,0.0,48.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,0.0,0.0,18.0,0.0,31.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0,55.0,0.0,0.0,36.0,0.0,72.0,5.38,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0,47.0,0.0,0.0,41.0,0.0,98.0,5.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,48.0,0.0,0.0,34.0,0.0,64.0,4.98,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,10.0,2.0,0.0,6.0,0.0,49.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,12.0,0.0,0.0,10.0,0.0,47.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,113.0,0.0,0.0,71.0,0.0,130.0,4.86,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0
0,7.0,0.0,0.0,6.0,0.0,33.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,205.0,0.0,0.0,121.0,0.0,347.0,6.63,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0
0,7.0,0.0,0.0,7.0,0.0,24.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,0.0,0.0,19.0,0.0,40.0,4.92,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
0,66.0,0.0,0.0,46.0,0.0,91.0,4.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,82.0,0.0,0.0,57.0,0.0,119.0,5.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63.0,0.0,0.0,39.0,0.0,78.0,5.43,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,34.0,0.0,0.0,23.0,0.0,52.0,5.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,0.0,0.0,19.0,0.0,43.0,5.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,0.0,0.0,21.0,0.0,40.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1,82.0,0.0,0.0,57.0,0.0,119.0,5.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.0,0.0,0.0,6.0,0.0,20.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.0,0.0,0.0,10.0,0.0,22.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,12.0,0.0,21.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,0.0,0.0,14.0,0.0,33.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.0,0.0,0.0,10.0,0.0,18.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.0,0.0,0.0,27.0,0.0,67.0,5.63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,25.0,0.0,0.0,20.0,0.0,57.0,5.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,23.0,0.0,0.0,21.0,0.0,36.0,4.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,43.0,0.0,0.0,36.0,0.0,72.0,5.65,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0
0,24.0,0.0,0.0,12.0,0.0,47.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,81.0,0.0,0.0,59.0,0.0,118.0,6.25,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0
0,44.0,0.0,0.0,32.0,0.0,76.0,5.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,38.0,0.0,0.0,33.0,0.0,54.0,5.43,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
0,23.0,0.0,0.0,23.0,0.0,37.0,4.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,43.0,0.0,0.0,34.0,0.0,54.0,5.44,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
0,25.0,0.0,0.0,21.0,0.0,37.0,4.78,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
0,20.0,0.0,0.0,17.0,0.0,44.0,5.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,10.0,0.0,0.0,10.0,0.0,18.0,4.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,0.0,0.0,20.0,0.0,81.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0,7.0,0.0,0.0,7.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0,0.0,0.0,17.0,0.0,44.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,14.0,0.0,22.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,42.0,0.0,0.0,33.0,0.0,60.0,5.81,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
1,78.0,0.0,0.0,55.0,0.0,150.0,6.72,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
0,16.0,0.0,0.0,12.0,0.0,25.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0.0,0.0,12.0,0.0,34.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0.0,0.0,8.0,0.0,17.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,12.0,0.0,24.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,12.0,0.0,24.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,12.0,0.0,29.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.0,0.0,0.0,12.0,0.0,29.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
