ari,mcc,precision,recall,statistic
100.0,100.0,100.0,100.0,count
0.41092799999999996,0.530004,0.830951,0.46068500000000007,mean
0.17330659705221318,0.15202115344566194,0.2315665580498849,0.3143637397726372,std
0.0,0.0,0.0,0.0,min
0.28900000000000003,0.44027499999999997,0.657125,0.221,25%
0.3466,0.48665,1.0,0.2667,50%
0.5415249999999999,0.66155,1.0,0.8529,75%
0.7508,0.7921,1.0,1.0,max
