id,url,smelly,lines_code
167,https://raw.githubusercontent.com/alien4cloud/samples/master/nodecellar/scripts/start-nodecellar-app.sh,,7.0
462,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/nginx-lifecycle/delete.sh,,2.0
675,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/create.yaml,,46.0
750,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/add_route_target.yaml,,16.0
211,https://raw.githubusercontent.com/opentelekomcloud-blueprints/tosca-marketplace/main/nodejs/scripts/nodejs_create.sh,,
295,https://raw.githubusercontent.com/alien4cloud/samples/master/apache-load-balancer/scripts/service_add_web_app_to_load_balancer.sh,,
229,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/php/debian_sh/scripts/install_php.sh,,20.0
716,https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/copy_to_staging_area.yaml,,29.0
644,https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/copysubdirtojobtask.yaml,,41.0
343,https://raw.githubusercontent.com/01000101/aria-csar-extension/master/examples/csar_vnf_chaining/scripts/vdu2_configure.sh,,
328,https://raw.githubusercontent.com/alien4cloud/samples/master/tomcat-war/scripts/tomcat_install.sh,,
317,https://raw.githubusercontent.com/alien4cloud/samples/master/alien/scripts/alien/install_alien.sh,,
736,https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/continuum/playbooks/download_testdata.yaml,,57.0
387,https://raw.githubusercontent.com/alien4cloud/samples/master/nodecellar/scripts/stop-nodecellar-app.sh,,5.0
209,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/kubernetes/kubeadm/scripts/docker/configure-docker.sh,,2.0
253,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/logstash/linux/bash/twitter/twitter_changeLanguages.sh,,
781,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/experimental/consul/linux/ansible/playbooks/consul_connects_servers_wan.yaml,,20.0
56,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/mysql/linux/bash/scripts/mysql_create.sh,,4.0
61,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/sockshop-app/sockshop/scripts/orders/stop.sh,,1.0
230,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/agentpuppet/scripts/delete.sh,,1.0
90,https://raw.githubusercontent.com/alien4cloud/mesos-tosca-blueprints/master/mesos-types/scripts/slave/start.sh,,
477,https://raw.githubusercontent.com/alien4cloud/samples/master/mongo/scripts/install-mongo.sh,,
578,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/automation/cloudify/hostpool/service/scripts/HostPoolService/start.sh,,6.0
214,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/software-link/scripts/start.sh,,1.0
37,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/www/wordpress/scripts/install_wordpress.sh,,32.0
172,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/logstash/linux/bash/twitter/twitter_removeKeywords.sh,,
483,https://raw.githubusercontent.com/alien4cloud/alien4cloud-kubernetes-plugin/3.0.x/src/main/resources/csar/scripts/kubectl_endpoint_start.sh,,3.0
5,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/thinking-app/thinking/scripts/gui/configure.sh,,
641,https://raw.githubusercontent.com/opentelekomcloud-blueprints/tosca-marketplace/main/scripts/ansible/get-url/scripts/configure.yaml,,22.0
711,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/apply_hostspool.yml,,8.0
494,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/node-mongo-csar/node-mongo/scripts/app/install.sh,,2.0
534,https://raw.githubusercontent.com/alien4cloud/alien4cloud-extended-types/master/alien-extended-storage-types/scripts/mkfs.sh,,23.0
318,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/www/http-proxy/squid3/linux_sh/scripts/install_squid3.sh,,6.0
26,https://raw.githubusercontent.com/alien4cloud/samples/master/alien/scripts/it/config_it.sh,,
730,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/experimental/consul/linux/ansible/playbooks/consul_connects_agent_to_server.yml,,27.0
555,https://raw.githubusercontent.com/alien4cloud/samples/master/host-pool-service/scripts/stop.sh,,29.0
182,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/nginx/nginx_sh/scripts/consul_template/configure.sh,,
595,https://raw.githubusercontent.com/shayn1234/Clearwater-new/master/yaml/scripts/dns-config.sh,,
717,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/nfs/linux/ansible/playbooks/join_server.yml,,12.0
775,https://raw.githubusercontent.com/radon-h2020/demo-tosca-blueprint-aws-lambda/master/playbooks/bucket/create.yml,,11.0
67,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/spark/job-linux-sh/scripts/cancel.sh,,6.0
540,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/logstash/linux/bash/geonames/stop.sh,,3.0
388,https://raw.githubusercontent.com/oasis-open/tosca-community-contributions/master/examples/basic-template/scripts/samplesourcenode-stop.sh,,1.0
689,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/apps/commons/configure.yaml,,27.0
551,https://raw.githubusercontent.com/alien4cloud/samples/master/kubernetes/scripts/kubernetes/node/stop_node.sh,,
733,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/worker/create.yaml,,10.0
353,https://raw.githubusercontent.com/shayn1234/Clearwater-new/master/yaml/tmp/cloudify-diamond-snmp-extension-master/scripts/setup_snmpd.sh,,
552,https://raw.githubusercontent.com/alien4cloud/samples/master/docker-engine-type/scripts/stop_docker_engine.sh,,1.0
248,https://raw.githubusercontent.com/alien4cloud/samples/master/mysql/scripts/install_mysql.sh,,24.0
