id,url,smelly,lines_code
686,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/stop.yml,,10.0
465,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/automation/a4c/config/backupRestoreS3/scripts/restore.sh,,
763,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/terraform/linux/ansible/playbooks/create.yml,,44.0
758,https://raw.githubusercontent.com/laurentganne/tosca-samples/master/visualization/components/xrv/playbooks/stop.yaml,,6.0
95,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kibana/linux/bash/relationships/elasticsearch/kibana_to_elasticsearch_pre_config_source.sh,,
98,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/bash/scripts/haproxy_tcp/configure.sh,,
478,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/cloudify/manager/v3/scripts/Cloudify3Manager/aws_do_configure.sh,,
108,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/nifi/linux/bash/scripts/nifi_configure.sh,,
70,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/automation/cloudify/manager/v4/scripts/aws_do_configure.sh,,
560,https://raw.githubusercontent.com/alien4cloud/samples/master/demo-lifecycle/scripts/GenericConnectToGeneric/post_configure_target.sh,,4.0
662,https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/join_consul.yml,,47.0
292,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/thinking-app/thinking/scripts/api/stop.sh,,1.0
476,https://raw.githubusercontent.com/di-unipi-socc/TosKer/master/data/examples/node-mongo/scripts/mongo/install.sh,,6.0
44,https://raw.githubusercontent.com/blainechai/TOSCA-chef/master/resources/tosca/webserver_install.sh,,2.0
593,https://raw.githubusercontent.com/alien4cloud/csar-public-library/develop/org/alien4cloud/cloudify/patches/patch_tasks/scripts/apply_patch.sh,,6.0
82,https://raw.githubusercontent.com/alien4cloud/samples/master/org/alien4cloud/automation/cloudify/manager/v3/scripts/Cloudify3Manager/aws_do_configure.sh,,
